Fighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedHeightCms,RedReachCms,RedWeightLbs,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,FinishRound,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,RedDate
Claude Patrick,0.6921739130434783,0.5652173913043478,0.1118448957536637,0.0839694936192521,0.0,0.0,0.3333333333333333,0.0,0.2451923076923077,0.8136645962732919,0.09615384615384615,0.1841620626151013,0.25,0.16666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.14285714285714285,0.125,0.0,0.0,0.11764705882352941,0.6470588235294117,0.6511627906976742,0.3666666666666666,0.0,0.29670329670329676,0.0,0.21138243902439025,0.583,0.11904761904761904,0.213336,0.633,0.21951219512195125,0.0,0.10884353741496598,0.0,0.0,0.0,0.2222222222222222,0.0,0.0847457627118644,0.0,0.15710723192019949,0.4782608695652173,0.652949245541838,0.3666666666666666,0.4444444444444444,0.49599999999999994,0.46745562130177515,0.4666666666666667,0.5510204081632654,0.492836676217765,0.6153846153846154,0.5882352941176471,0.5419847328244274,0.8461538461538463,0.75,0.4666666666666667,0.5251027160493827,0.5808823529411764,0.44742569511025887,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5975855130784707,,,,,,,2011-12-10
Claudia Gadelha,0.6250434782608696,0.6291304347826087,0.04591068657860472,0.23873432248139473,0.0,0.075,0.19999999999999998,0.0,0.42292175480769234,0.5408385093167701,0.05539663461538461,0.0885969152854512,0.3285,0.175,0.21111111111111108,0.21999999999999997,0.03636363636363637,0.0,0.08000000000000002,0.21428571428571427,0.025,0.07142857142857142,0.0,0.18235294117647058,0.15294117647058858,0.2906976744186047,0.00666666666666671,0.06,0.08901098901098903,0.0,0.43854308943089426,0.4077777777777778,0.12279497354497355,0.35281866666666667,0.6196666666666667,0.10243902439024391,0.15,0.22585034013605443,0.04375,0.0,0.08750000000000001,0.2222222222222222,0.0,0.03389830508474576,0.0,0.17805486284289276,0.17391304347826075,0.1920438957475996,0.0,0.4666666666666666,0.5895999999999999,0.5579881656804734,0.49,0.5632653061224491,0.4979942693409742,0.6038461538461539,0.5411764705882353,0.6049618320610687,0.8153846153846155,0.8113636363636363,0.43,0.48015550617283953,0.5663323529411763,0.3260076701821668,0.2,0.3230769230769231,0.175,,,0.175,,,,,,,,,,0.9285714285714286,,,0.4,,,,,,,,,,,0.4444444444444444,0.5441538117594455,0.06595310907237513,0.17139357648339687,0.20398822663723326,0.39209756097560977,0.3014245014245014,0.5129496402877698,2020-11-07
Claudio Puelles,0.7726086956521739,0.4507608695652174,0.2177743479581184,0.044615082607173055,0.0,0.0625,0.20833333333333331,0.0,0.037764423076923084,0.5807453416149068,0.04807692307692307,0.09392265193370165,0.2825,0.14583333333333331,0.16666666666666666,0.14583333333333334,0.0,0.25,0.0,0.17857142857142855,0.125,0.03571428571428571,0.0,0.16176470588235295,0.5588235294117649,0.6414728682170545,0.2666666666666667,0.1,0.12362637362637363,0.0,0.08263414634146342,0.46749999999999997,0.0982142857142857,0.2138,0.33749999999999997,0.1829268292682927,0.08928571428571427,0.1292517006802721,0.046875,0.0,0.0,0.1388888888888889,0.0,0.1059322033898305,0.0,0.13092269326683292,0.44565217391304346,0.5377229080932779,0.2666666666666667,0.41666666666666663,0.568,0.4807692307692308,0.5083333333333333,0.5663265306122449,0.5207736389684813,0.5865384615384616,0.5882352941176471,0.5419847328244274,0.8296703296703297,0.8125,0.45,0.48374074074074075,0.5753676470588235,0.4001677852348994,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5553319919517102,0.26720183486238536,0.15636908002177463,0.26252759381898455,0.21073170731707316,0.3368589743589744,0.20323741007194246,2024-02-24
Claudio Ribeiro,0.6939130434782609,0.4717391304347826,0.11746523574982853,0.07202124970927483,0.0,0.25,0.0,0.0,0.03480769230769231,0.608695652173913,0.038461538461538464,0.08103130755064457,0.38,0.25,0.5555555555555556,0.3,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.29411764705882354,0.5294117647058827,0.6511627906976742,0.4666666666666667,0.0,0.09890109890109891,0.0,0.035024390243902435,0.51,0.0,0.044800000000000006,0.5,0.07317073170731708,0.0,0.013605442176870748,0.0,0.0,0.0,0.0,0.10396039603960397,0.0,0.0,0.05236907730673317,0.5652173913043477,0.7297668038408776,0.4666666666666667,0.5555555555555556,0.49599999999999994,0.6272189349112426,0.6333333333333333,0.8571428571428572,0.673352435530086,0.6153846153846154,0.7647058823529411,0.599236641221374,0.7582417582417583,0.7045454545454545,0.7,0.506320987654321,0.6323529411764705,0.49472674976030684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.21395036887994634,0.5871559633027523,0.39031028851388133,0.6291390728476821,0.41463414634146345,0.11025641025641025,0.14388489208633093,2023-01-14
Claudio Silva,0.7495652173913043,0.4734782608695652,0.21275818477429254,0.10406535254762284,0.0,0.1,0.06666666666666667,0.2,0.11383413461538464,0.5723602484472049,0.052884615384615384,0.09058471454880294,0.25325,0.18333333333333335,0.24444444444444446,0.25,0.0,0.0,0.16000000000000003,0.22857142857142856,0.125,0.05714285714285714,0.0,0.19999999999999998,0.6705882352941184,0.6744186046511631,0.3666666666666666,0.08000000000000002,0.23736263736263738,0.0,0.15430243902439023,0.476,0.1380952380952381,0.24784,0.277,0.24878048780487808,0.02857142857142857,0.13061224489795917,0.0,0.0,0.23333333333333336,0.1111111111111111,0.0,0.13559322033898305,0.0,0.17805486284289276,0.4782608695652173,0.4993141289437584,0.3666666666666666,0.4444444444444444,0.42399999999999993,0.45680473372781066,0.5,0.6122448979591837,0.5736389684813753,0.6153846153846154,0.5882352941176471,0.5305343511450381,0.854945054945055,0.8545454545454545,0.4866666666666667,0.47483950617283954,0.5485294117647058,0.36860019175455416,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.3672032193158954,0.30394495412844036,0.13776810016330976,0.27898454746136864,0.32546341463414635,0.38769230769230767,0.2712230215827338,2022-07-23
Clay Collard,0.68,0.5760869565217391,0.0833555234413878,0.10687025627877081,0.0,0.25,0.0,0.0,0.3317307692307693,0.5962732919254657,0.0,0.0,0.0,0.08333333333333333,0.1111111111111111,0.06666666666666667,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.058823529411764705,0.4705882352941173,0.5348837209302331,0.19999999999999996,0.2,0.0,0.0,0.5333336585365853,0.283,0.0793690476190476,0.266664,0.413,0.07317073170731708,0.14285714285714285,0.12244897959183673,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.05236907730673317,0.4782608695652173,0.576131687242798,0.19999999999999996,0.4444444444444444,0.568,0.5207100591715976,0.5,0.6122448979591837,0.48424068767908307,0.6153846153846154,0.5294117647058824,0.599236641221374,0.7802197802197803,0.7272727272727273,0.26666666666666666,0.4065841975308642,0.5686249999999999,0.3195925215723874,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20963302752293578,0.13228089275993468,0.17637969094922737,0.14146341463414636,0.19230769230769232,0.46223021582733814,2015-09-05
Clay Guida,0.7621565217391304,0.4603478260869565,0.21852019524871594,0.07532906792888341,0.0,0.1375,0.19999999999999998,0.1,0.18550328947368425,0.5692056227525334,0.15542206477732792,0.1928201027430455,0.41726315789473684,0.2375,0.2944444444444444,0.2808333333333334,0.013636363636363636,0.0,0.18000000000000002,0.21428571428571427,0.1125,0.22142857142857142,0.0,0.25882352941176473,0.4705882352941173,0.5620155038759691,0.2683333333333334,0.13999999999999999,0.08406593406593407,0.0,0.18114634146341466,0.3478,0.07654285714285713,0.24437440000000002,0.3815,0.2780487804878049,0.7857142857142857,0.8884353741496598,0.04375,0.0,0.83125,0.5555555555555556,0.15074257425742574,0.3347457627118644,0.0,0.6938902743142145,0.30434782608695654,0.4609053497942388,0.2666666666666667,0.4611111111111111,0.5932,0.4701183431952663,0.20500000000000002,0.40102040816326534,0.11074498567335245,0.5942307692307692,0.4970588235294118,0.4618320610687022,0.8681318681318682,0.8113636363636363,0.425,0.5049887407407407,0.6268253676470588,0.4283147171620326,0.2,0.7692307692307693,0.65,,,,,,,,,,0.65,,,,,,,,,,,,,0.8,,,,0.35,0.43443997317236754,0.20669724770642206,0.15046271094175287,0.46793343521820346,0.1216360225140713,0.36597633136094676,0.31087437742114005,2024-12-07
Clay Harvison,0.7843478260869565,0.44565217391304346,0.19505410080337496,0.04580157112056272,0.0,0.125,0.0,0.0,0.21153846153846156,0.6211180124223602,0.5769230769230769,0.0,0.0,0.0,0.05555555555555555,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6764705882352939,0.612403100775194,0.31666666666666676,0.0,0.049450549450549455,0.0,0.5560975609756098,0.52,0.23809523809523808,0.08,1.0,0.03658536585365854,0.0,0.02040816326530612,0.0,0.0,0.14583333333333334,0.0,0.0,0.0,0.0,0.026184538653366583,0.5652173913043477,0.614540466392318,0.3666666666666666,0.38888888888888884,0.5319999999999999,0.49408284023668636,0.48333333333333334,0.5204081632653061,0.5272206303724928,0.6153846153846154,0.5294117647058824,0.599236641221374,0.8131868131868133,0.75,0.5166666666666667,0.4197530864197531,0.6544117647058822,0.4554170661553212,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,0.42052313883299797,,,,,,,2011-09-17
Clayton Carpenter,0.6321739130434783,0.6228260869565218,0.04059945879072978,0.2053435357147012,0.0,0.125,0.08333333333333333,0.0,0.020096153846153847,0.45962732919254656,0.0,0.1252302025782689,0.165,0.041666666666666664,0.05555555555555555,0.025,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.029411764705882353,0.11764705882352988,0.30232558139534893,0.06666666666666665,0.0,0.14835164835164838,0.0,0.0441951219512195,0.52,0.2916666666666667,0.2168,0.525,0.10975609756097562,0.0,0.047619047619047616,0.0,0.0,0.0,0.1111111111111111,0.0,0.0423728813559322,0.0,0.07855361596009974,0.26086956521739113,0.30727023319615876,0.06666666666666665,0.5,0.49599999999999994,0.46745562130177515,0.4666666666666667,0.5816326530612246,0.5100286532951289,0.6153846153846154,0.5588235294117647,0.5706106870229007,0.7582417582417583,0.75,0.43333333333333335,0.4941234567901235,0.4374999999999999,0.41466922339405565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.20355466130114017,0.1651376146788991,0.2759934676102341,0.18719646799116996,0.2097560975609756,0.16666666666666669,0.38489208633093525,2024-10-12
Clifford Starks,0.7878260869565218,0.44565217391304346,0.20803709917751406,0.04471108260424175,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294117,0.6511627906976742,0.4666666666666667,0.2,0.0,0.0,0.2048780487804878,0.375,0.0,0.12,0.5,0.07317073170731708,0.07142857142857142,0.06802721088435373,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.05236907730673317,0.5217391304347827,0.7297668038408776,0.4666666666666667,0.5555555555555556,0.568,0.46745562130177515,0.4666666666666667,0.6122448979591837,0.48424068767908307,0.6153846153846154,0.5294117647058824,0.599236641221374,0.8241758241758242,0.7045454545454545,0.33333333333333337,0.4024691358024692,0.6176470588235293,0.40747842761265585,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.055667337357478204,0.2591743119266055,0.18911268372346218,0.34295805739514346,0.24292682926829268,0.19871794871794873,0.1528776978417266,2013-04-20
Clint Hester,0.72,0.5293478260869565,0.11715611055854028,0.10763363030126319,0.0,0.0,0.08333333333333333,0.0,0.057692307692307696,0.4968944099378882,0.1923076923076923,0.09208103130755065,0.33,0.041666666666666664,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.029411764705882353,0.8235294117647061,0.8255813953488378,0.4666666666666667,0.0,0.24725274725274726,0.0,0.4951219512195122,0.4435,0.0,0.06,0.5265,0.1829268292682927,0.0,0.08843537414965986,0.0,0.0,0.0,0.05555555555555555,0.10396039603960397,0.0,0.5,0.13092269326683292,0.6086956521739131,0.7297668038408776,0.6,0.4444444444444444,0.42399999999999993,0.41420118343195267,0.43333333333333335,0.5510204081632654,0.4756446991404011,0.6153846153846154,0.4117647058823529,0.6278625954198472,0.8461538461538463,0.8068181818181818,0.5666666666666667,0.27037037037037037,0.6544117647058822,0.46740172579098754,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5975855130784707,0.22018348623853212,0.17735438214480131,0.44679911699779246,0.12,0.11923076923076924,0.5179856115107914,2014-06-28
Cm Punk,0.8191304347826087,0.3869565217391304,0.3248840845447661,0.027124029706136497,0.0,0.125,0.08333333333333333,0.0,0.02403846153846154,0.6211180124223602,0.09615384615384615,0.0,0.0,0.041666666666666664,0.05555555555555555,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.029411764705882353,0.7647058823529416,0.6902276750289937,0.3666666666666666,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5652173913043477,0.576131687242798,0.3666666666666666,0.4444444444444444,0.604,0.5473372781065089,0.5166666666666667,0.5510204081632654,0.5315186246418337,0.6153846153846154,0.5294117647058824,0.6278625954198472,0.8461538461538463,0.8183607730851825,0.7833333333333333,0.5185185185185186,0.6544117647058822,0.4793863854266539,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.340710932260228,0.3772935779816514,0.23957539466521505,0.2755849889624724,0.10341463414634147,0.34294871794871795,0.16133093525179856,2018-06-09
Cody Brundage,0.7566086956521739,0.4820652173913043,0.1645361349951398,0.07350336416783622,0.0,0.125,0.08333333333333333,0.0,0.028774038461538465,0.6211180124223602,0.07211538461538461,0.19406077348066297,0.4475,0.08333333333333333,0.1388888888888889,0.10416666666666667,0.0,0.0,0.1,0.03571428571428571,0.125,0.03571428571428571,0.0,0.10294117647058823,0.6764705882352939,0.7674418604651163,0.4666666666666667,0.15000000000000002,0.07417582417582419,0.0,0.018439024390243905,0.5575,0.10714285714285714,0.1558,0.4375,0.09146341463414635,0.1607142857142857,0.07142857142857142,0.0,0.0,0.0,0.0,0.051980198019801985,0.0635593220338983,0.0,0.06546134663341646,0.5217391304347827,0.5377229080932779,0.4666666666666667,0.41666666666666663,0.5499999999999999,0.507396449704142,0.5166666666666667,0.489795918367347,0.5358166189111747,0.6153846153846154,0.5588235294117647,0.5706106870229007,0.8351648351648352,0.8863636363636364,0.4083333333333333,0.5116172839506173,0.5790441176470588,0.48705656759348037,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.3672032193158954,0.3501529051987768,0.21679368535655963,0.20986019131714495,0.14878048780487807,0.21965811965811965,0.18615107913669066,2023-06-24
Cody Donovan,0.8202898550724638,0.39057971014492754,0.3292117506694791,0.03271425854307607,0.0,0.16666666666666666,0.05555555555555555,0.0,0.30128205128205127,0.679089026915114,0.04273717948717948,0.0,0.0,0.05555555555555555,0.1111111111111111,0.06111111111111111,0.0,0.3333333333333333,0.0,0.0,0.041666666666666664,0.0,0.0,0.0392156862745098,0.8235294117647061,0.8320413436692506,0.6,0.2,0.03296703296703297,0.0,0.19566406504065043,0.6733333333333333,0.0,0.048888,0.611,0.07317073170731708,0.07142857142857142,0.031746031746031744,0.0,0.0,0.0,0.0,0.10396039603960397,0.0,0.0,0.05236907730673317,0.6521739130434785,0.614540466392318,0.6,0.48148148148148145,0.568,0.5029585798816568,0.4888888888888889,0.5510204081632654,0.5386819484240687,0.6153846153846154,0.4901960784313726,0.599236641221374,0.8241758241758242,0.8787878787878788,0.6555555555555556,0.5618655144032922,0.6339877450980391,0.45009108341323106,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333331,0.17415604739548401,0.4189602446483181,0.21883505715841045,0.37958057395143485,0.19726829268292684,0.33205128205128204,0.05845323741007194,2014-07-19
Cody Durden,0.7553391304347826,0.4796521739130435,0.14535676695297206,0.06570091402439956,0.0,0.08333333333333333,0.16666666666666666,0.0,0.04232371794871795,0.5942028985507246,0.09935897435897434,0.09069981583793739,0.27166666666666667,0.1388888888888889,0.12962962962962962,0.1361111111111111,0.0,0.0,0.13333333333333333,0.047619047619047616,0.10416666666666667,0.07142857142857142,0.0,0.11764705882352941,0.2941176470588238,0.4573643410852717,0.0888888888888889,0.06666666666666667,0.1153846153846154,0.5714285714285714,0.03164227642276423,0.5,0.0992063492063492,0.3616,0.5,0.1707317073170732,0.16666666666666666,0.19047619047619047,0.0,0.0,0.0,0.25925925925925924,0.08663366336633664,0.014124293785310733,0.0,0.1745635910224439,0.30434782608695654,0.3456790123456792,0.06666666666666665,0.4444444444444444,0.5559999999999999,0.48520710059171596,0.45555555555555555,0.4795918367346939,0.4770773638968481,0.6153846153846154,0.5294117647058824,0.6183206106870228,0.8021978021978022,0.8181818181818181,0.35555555555555557,0.5118930041152263,0.5943627450980391,0.30992329817833175,1.0,,0.9333333333333333,,,,,,,,,,,,0.9333333333333333,,,,,,,,,,,,,,,0.45833333333333337,0.5504135926671138,0.19403669724770645,0.14991834512792596,0.3324503311258278,0.18829268292682927,0.2564102564102564,0.23345323741007196,2024-12-07
Cody East,0.7982608695652174,0.4195652173913043,0.2469860942999314,0.03134647232529855,0.0,0.25,0.0,0.0,0.23076923076923078,0.5093167701863354,0.0,0.1841620626151013,0.33,0.0,0.1111111111111111,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.9224806201550386,1.0,0.2,0.0,0.0,0.25365853658536586,0.41,0.0,0.0,0.0,0.0,0.07142857142857142,0.013605442176870748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6521739130434785,0.614540466392318,0.8666666666666668,0.4444444444444444,0.568,0.5207100591715976,0.5,0.5510204081632654,0.5358166189111747,0.6153846153846154,0.5294117647058824,0.599236641221374,0.8461538461538463,0.9318181818181818,0.5666666666666667,0.49629629629629635,0.6176470588235293,0.5752636625119847,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.27699530516431925,0.4426605504587156,0.17147523135547088,0.5673289183222958,0.2,0.16282051282051282,0.14424460431654676,2016-10-01
Cody Garbrandt,0.5849275362318841,0.6579710144927536,0.041853616433671616,0.27938933498047835,0.1428571428571428,0.17857142857142858,0.14285714285714285,0.0,0.32425881410256413,0.529399585921325,0.11646474358974358,0.09031767955801104,0.2565,0.20238095238095236,0.3333333333333333,0.33095238095238094,0.06493506493506494,0.0,0.17142857142857143,0.2653061224489796,0.19642857142857142,0.16326530612244897,0.0,0.29411764705882354,0.32773109243697496,0.42414174972314544,0.12380952380952392,0.11428571428571428,0.19780219780219782,0.0,0.30342857142857144,0.3777142857142857,0.0,0.08592342857142857,0.2782857142857143,0.32404181184668995,0.12244897959183672,0.20019436345966957,0.08928571428571429,0.0,0.0,0.1746031746031746,0.3415841584158416,0.0,0.0,0.2543640897755611,0.3478260869565215,0.2688614540466392,0.1333333333333333,0.5238095238095237,0.48571428571428565,0.41420118343195267,0.5047619047619047,0.4723032069970846,0.5714285714285714,0.5879120879120879,0.4285714285714286,0.6646673936750271,0.7927786499215072,0.8441558441558441,0.32857142857142857,0.49532804232804234,0.6558161764705881,0.4682016162169566,0.0,0.41025641025641024,0.22222222222222224,,,,,,,,,,,0.22222222222222224,,0.3571428571428571,,,,,,,,,,,0.4712643678160919,,,0.17857142857142855,0.2891635527450417,0.20412844036697247,0.2317365269461078,0.535084621044886,0.22569105691056912,0.07884615384615384,0.45593525179856115,2023-12-16
Cody Gibson,0.8278260869565217,0.3739130434782608,0.3573415804801139,0.019308549028746597,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705883,0.5736434108527133,0.1333333333333333,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43478260869565233,0.4993141289437584,0.1333333333333333,0.4444444444444444,0.568,0.5207100591715976,0.5,0.5510204081632654,0.5272206303724928,0.6153846153846154,0.5294117647058824,0.599236641221374,0.7582417582417583,0.7954545454545454,0.5333333333333333,0.5061728395061729,0.6176470588235293,0.4793863854266539,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5975855130784707,0.28256880733944956,0.10941752857920523,0.4900662251655629,0.0624390243902439,0.37051282051282053,0.42446043165467623,2014-02-22
Cody Mckenzie,0.7726086956521739,0.4358695652173913,0.21644654425689924,0.04533027342502982,0.0,0.0625,0.041666666666666664,0.0,0.3356644230769231,0.5925465838509316,0.07867307692307692,0.05859576427255985,0.1835,0.125,0.1388888888888889,0.12083333333333333,0.0,0.0,0.1,0.07142857142857142,0.09375,0.03571428571428571,0.0,0.10294117647058823,0.5000000000000004,0.6128608923884515,0.2666666666666667,0.15000000000000002,0.024725274725274728,0.0,0.05962048780487805,0.09899999999999999,0.15873015873015872,0.09333333333333334,0.6723333333333333,0.05487804878048781,0.05357142857142857,0.030612244897959183,0.0,0.0,0.0,0.0,0.0,0.0635593220338983,0.0,0.03927680798004987,0.5217391304347827,0.5377229080932779,0.2666666666666667,0.5,0.568,0.5606508875739645,0.5333333333333333,0.5204081632653061,0.5702005730659025,0.6153846153846154,0.5735294117647058,0.5706106870229007,0.7692307692307693,0.7957229778095919,0.275,0.5697344444444444,0.559158088235294,0.45269295302013424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.23038229376257544,,,,,,,2012-05-15
Cody Stamann,0.684104347826087,0.5665217391304348,0.08696866592291397,0.12987280824815856,0.0,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.09750352564102564,0.5337474120082815,0.1285608974358974,0.086146408839779,0.27,0.16666666666666666,0.25396825396825395,0.24285714285714285,0.012987012987012986,0.0,0.11428571428571428,0.20408163265306123,0.19642857142857142,0.08163265306122448,0.0,0.226890756302521,0.3697478991596639,0.5182724252491697,0.1428571428571428,0.17142857142857143,0.0423861852433281,0.40816326530612246,0.1437560975609756,0.46883333333333327,0.0,0.21706666666666669,0.43249999999999994,0.18815331010452965,0.20408163265306123,0.30320699708454807,0.0,0.0,0.5,0.2857142857142857,0.04455445544554456,0.0,0.0,0.24688279301745636,0.2608695652173916,0.23045267489711918,0.1333333333333333,0.4444444444444444,0.6091428571428571,0.4902789518174134,0.4714285714285714,0.4985422740524782,0.4609087187883749,0.6208791208791209,0.5966386554621849,0.6319520174482006,0.8524332810047096,0.922077922077922,0.43333333333333335,0.4867246560846561,0.6597804621848739,0.4063368031776469,0.25,0.8461538461538461,0.8,,,,,,,,,,,0.8,,,,,,,,,,,,,0.8620689655172414,,,0.3571428571428571,0.4544409313020983,0.0779816513761468,0.17964071856287428,0.46002649006622515,0.1886829268292683,0.26692307692307693,0.35755395683453234,2024-11-09
Colby Covington,0.6191304347826087,0.6334782608695653,0.035831855110776786,0.22778628312102955,0.6000000000000001,0.3,0.0,0.2,0.032051282051282055,0.5838509316770185,0.044871794871794865,0.09821976672805402,0.5466666666666667,0.2833333333333333,0.5777777777777777,0.7266666666666667,0.2727272727272727,0.2,0.5599999999999999,0.42857142857142855,0.625,0.14285714285714285,0.0,0.6235294117647059,0.611764705882353,0.7131782945736438,0.3666666666666666,0.12,0.13846153846153847,0.0,0.08569756097560977,0.472,0.02976190476190476,0.30576000000000003,0.504,0.38048780487804884,0.11428571428571428,0.3619047619047619,0.0875,0.0,0.0,0.42222222222222217,0.18712871287128716,0.15254237288135594,0.0,0.38753117206982546,0.4782608695652173,0.5377229080932779,0.3666666666666666,0.4666666666666666,0.46719999999999995,0.42485207100591715,0.6066666666666667,0.5510204081632654,0.673352435530086,0.676923076923077,0.7176470588235294,0.5534351145038168,0.832967032967033,0.8545454545454545,0.47333333333333333,0.47267160493827165,0.6095588235294117,0.3268456375838926,0.25,0.3846153846153847,0.11111111111111112,,,,,,,,0.11111111111111112,,,,,,,,,,,,,0.3846153846153847,,,,,,0.75,0.7303822937625754,0.09192660550458716,0.31002721829069135,0.24140397350993376,0.3518048780487805,0.20512820512820512,0.2787769784172662,2022-03-05
Cole Escovedo,0.84,0.37173913043478257,0.40278207478960076,0.01891804522387648,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2941176470588234,0.5348837209302331,0.1333333333333333,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.5377229080932779,0.1333333333333333,0.4444444444444444,0.568,0.5207100591715976,0.5,0.5510204081632654,0.5272206303724928,0.6153846153846154,0.5294117647058824,0.599236641221374,0.8021978021978022,0.75,0.6333333333333333,0.5061728395061729,0.6176470588235293,0.4793863854266539,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5975855130784707,,,,,,,2011-05-28
